Product url,Product name,Price,Rating,Number of Reviews,Product Discription,ASIN,Manufacturer
amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-23,"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment  ",799,4.2 out of 5 stars,"5,628","[' Large sized black and grey colour trekking rucksack for men and women for travel use as well as for trendy college and school students. Huge compartment size that can fit upto several pairs of clothes with ease with separate pocket for shoesMultiple pockets for other accessories and water bottle  ', ' External clips to hold a yoga mat on the backside available with this rucksack. Also available on both sides of the rucksack are additional clips which can be used to carry camera stands as well as other climbing equipments  ', ' The rucksack features a sleek and ergonomic design with a balanced weight distribution through its shoulder straps and waist strapsThis makes this product a suitable alternative to bulky and unsightly rucksacksThe compact design of this trekking bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease  ', ' Capacity: 55 L ; weight: 700 grams; dimensions: 35 cms x 25 cms x 65 cms (LxWxH); 1 Year manufacturer warranty against defects  ', ' Lining Description: Polyester; Special Features: Back Padding; Pocket Description: Utility Pocket; Style Name: Rucksack Backpacks; Closure Type: Zipper; Age Range Description: Adult; Color Name: Black Grey  ']",B07YDGQQN5,Visit the FUR JADEN Store
amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-24,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack  ,448,4.3 out of 5 stars,"10,596","[' Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex  ', ' Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps  ', ' Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks  ', ' Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket  ', ' Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry  ']",B07K8KLB3P,Brand: Wesley
amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&sprefix=ba%2Caps%2C283&sr=8-25,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men  ,699,4.1 out of 5 stars,"2,231","[' Suitable for a short business trip or a quick weekend getaway. Size In inches?17""L*4.5""W*12.4""H. weight: 800grm  ', ' Laptop padding? The laptop padding fits 15.6 inch laptop for business travel. Other compartment fits 17inch Laptop. Large capacity and front and interior pockets organization for all your business needs.  ', ' Removable, adjustable padded shoulder strap  ', ' HIGH QUALITY MATERIAL: Made from Premium and Rich quality PU Leather Fabric with Durable Polyester lining.  ', ' PERFECT GIFT :With a mutlipurpose use and a classy distressed Vintage inspired look which never goes out of style , This bag is a great gift idea for Fathers Day , Birthdays , Valentines Day , Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists , students and all sorts of officials. The bag can be used as a Leather messenger bag for men and women ,laptop bags briefcase , college bag, meeting bag, gift idea  ']",B0855F8174,BAG NEEDS
amazon.in/Fur-Jaden-Rucksack-Backpack-BM43_Blue/dp/B07PS38XSP/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-26,Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack  ,249,3.6 out of 5 stars,"6,387","[' Ideal For - Men, Women and Children of all age groups. Can be used for Hiking, Trekking or as a Casual Backpack for Daily Commute  ', ' Small Size - Please note this is a small sized backpack and we request you to see Mannequin Image before ordering to understand size.  ', ' Dimension and Capacity - 10L Backpack. Dimensions - 23 x 39 x 10 CM (L x H x W).  ', ' The backpack features a sleek and ergonomic design with a balanced weight distribution. This makes this product a suitable alternative to bulky and unsightly backpacks. The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.  ', ' Warranty - 6 Month Warranty Against Manufacturing Defects. 10 Days No Questions Asked Return Policy  ']",B07PS38XSP,Visit the FUR JADEN Store
amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-29,"Wesley Milestone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, Charcoal Black  ",548,4.3 out of 5 stars,"6,589","[' 30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.  ', ' Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics. Compatible Laptop Size 16 inch  ', ' Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.  ', ' Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks  ', ' 1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty  ', ' Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.  ']",B085S444JV,Brand: Wesley
amazon.in/Laxella-Waterproof-Lightweight-Backpack-Students/dp/B093DRDJD4/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&sprefix=ba%2Caps%2C283&sr=8-30,Laxella Casual Waterproof Lightweight Laptop Bag/Backpack for Men & Boys /Office School College Teens & Students.(Packof 1)  ,470,3.4 out of 5 stars,101,"[' COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women  ', ' SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside, with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.  ', ' Laptop compatibility: yes, laptop size: 16strap type: adjustable; Warranty type: Manufacturer; one year warranty against all manufacturing defects, workmanship  ', ' Anti theft waterproof bag with anti sweat fabric on back and shoulder straps; Theme: Sports; Color Name: Multicolour; Special Features: Laptop Compartment; Pattern Name: Solid  ', ' Theme: Sports; Pattern Name: Solid; Special Features: Laptop Compartment  ']",B093DRDJD4,RIDHI-CREATION
amazon.in/Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&smid=A1VUWH3EQIJX98&sprefix=ba%2Caps%2C283&sr=8-31,Artistix Talon Anti-Theft Design Laptop Backpack Bag in Water Resistance With USB Charging Port (46 Cm) (Black)  ,939,4.3 out of 5 stars,"1,609","[' Fit Type: Western  ', ' MATERIAL: High Density Premium Nylon, Water Resistance. Dimension: L x W x H (46 x 30 x 14 cm). Capacity: 25 Litres. No. of compartment : 1  ']",B082PKX18C,Brand: Artistix
amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-32,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port  ",449,3.9 out of 5 stars,"8,649","[' Grey Colour Backpack for Men for Stylish Office use as well as for Trendy College and School students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories and water bottle  ', ' Capacity: 25 liters; Weight: 500 grams; Dimensions: 30 cms x 20 cms x 42 cms (LxWxH)  ', ' The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps. This makes this product a suitable alternative to bulky and unsightly backpacks. The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.  ', ' USB Charging Point to Charge On the Go - With our attached charging dock, now charing on the go is easier than before. Important Note: We do not provide Free Portable Charger with the Bag  ', ' Warranty- 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty  ']",B07J46KLFP,Visit the FUR JADEN Store
amazon.in/Inovera-Label-Women-Handbags-Shoulder/dp/B08CMQD4BC/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&sprefix=ba%2Caps%2C283&sr=8-33,"INOVERA Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap, 32L x 13B x 30H cm  ","1,399",4.2 out of 5 stars,"4,814","[' Medium Purses for Women: 32L x 13B x 30H cm. Short handle height: 25cm, This hobo bag comes with a long removable and adjustable shoulder strap, which can be used as a women shoulder bag or hobo cross-body bag.  ', ' Updated Women Handbags: High-quality Vegan leather, Reinforced shoulder strap and improved zipper quality, also improved lining polyester, all faux leather hobo bags have been done anti-shock&wear-resistant tests, good purses and handbags for women.  ', ' Package Include: 1 x Hand Bag, 1 x Cross Body Strap  ', ' Structure: Ladies hobo handbags has one main compartment,1 middle compartment, 1 zipper pocket and 2 slot pockets, with 1 back zipper pocket, enough capacity to organize your daily items, such as 9.7-inch iPad, book, umbrella, wallet, water bottle, iPhone and cosmetics, etc.  ', ' Classic Hobo Purse: Top zipper closure, with 2 side zipper pockets design and elegant tassels decoration, fashionable and practical handbags for women, perfect for shopping, dating, travel and business.  ']",B08CMQD4BC,Brand: INOVERA (LABEL)
amazon.in/POLESTAR-Navyorg-Casual-bagpack-Backpack/dp/B0844R2GMK/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-34,"Polestar Space 34 Liters Casual/ Office/ Travel/ School Backpack Bag, made of Polyester, 1 year warranty  ",549,4.0 out of 5 stars,"4,868","[' ✅DIMENSIONS: 30 Cm x 23 Cm x 47 Cm, CAPACITY: 34 Litres  ', ' ✅NUMBER OF COMPARTMENTS: 3 full size compartments, 1 front zippers & 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock, LAPTOP SIZE: 13 to 15.6 inches  ', ' ✅MATERIAL: Polyester, Water Resistant, COLOR: Navy Blue & Orange  ', ' ✅SPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable S-Curved shoulder straps which protects the backbone and help to relieve stress on shoulders, smooth & durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets, 1 front tiffin pocket, rain cover in the side pocket  ', ' ✅CONSUMER: Suitable for men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product  ']",B0844R2GMK,Visit the POLESTAR Store
amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&sprefix=ba%2Caps%2C283&sr=8-35,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover  ,999,3.9 out of 5 stars,506,"[' SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort  ', ' COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it menं , womenं , boys , girls.  ', ' SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.  ', ' ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.  ', ' OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc  ']",B09VCLZ3K4,Brand: Half Moon
amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1658591147&smid=AE2F1YGE1DB7K&sprefix=ba%2Caps%2C283&sr=8-36,ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag Weekend Bag  ,726,4.1 out of 5 stars,"2,733","[' MULTI-FUNCTION COMPARTMENT: ZIPLINE backpack features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more,  ', ' DURABLE MATERIAL: Superior quality durable ECO Friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities  ', ' COMFORTABLE DESIGN: Our backpack\'s ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the backpack comfortable to wear even when loaded with all your gear; Compact:Backpack has a roomy Three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.  ', ' Size:18*13*9 inch(L*W*H), Capacity: 36.5L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; Age Range Description: Kid; Special Features: Water Bottle Umbrella Pouch; Pocket Description: Utility Pocket  ']",B07XVMR33Q,Visit the Zipline Store
amazon.in/Wildcraft-Ltrs-orange-Rucksack-8903338073864/dp/B01G5I8YLC/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1658591219&sprefix=ba%2Caps%2C283&sr=8-35,"Wildcraft 45 Ltrs Grey and Orange Rucksack (8903338073864), Large  ","1,570",4.3 out of 5 stars,"7,613","[' Outer Material: Nylon, Color: Orange. With Rain Cover : No  ', ' Water resistance dimensions: 56.8cms x 33.6 cms x 5.4 cms (LxWxH)  ', ' Top loading pack with draw string opening for easy and quick access  ', ' Strengthened haul loop to take on heavier loads; Volume Capacity - 45 Liters  ', ' Style Name: Rucksack Backpacks; Special Features: Back Padding; Closure Type: Drawstring; Age Range Description: Adult; Pocket Description: Utility Pocket  ']",B01G5I8YLC,Brand: Wildcraft
amazon.in/Fur-Jaden-Rucksack-Backpack-BM43_Blue/dp/B07PS38XSP/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1658591219&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-36,Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack  ,249,3.6 out of 5 stars,"6,387","[' Ideal For - Men, Women and Children of all age groups. Can be used for Hiking, Trekking or as a Casual Backpack for Daily Commute  ', ' Small Size - Please note this is a small sized backpack and we request you to see Mannequin Image before ordering to understand size.  ', ' Dimension and Capacity - 10L Backpack. Dimensions - 23 x 39 x 10 CM (L x H x W).  ', ' The backpack features a sleek and ergonomic design with a balanced weight distribution. This makes this product a suitable alternative to bulky and unsightly backpacks. The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.  ', ' Warranty - 6 Month Warranty Against Manufacturing Defects. 10 Days No Questions Asked Return Policy  ']",B07PS38XSP,Visit the FUR JADEN Store
amazon.in/Northzone-Polyester-School-Backpack-Compartment/dp/B08679WRLW/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1658591219&sprefix=ba%2Caps%2C283&sr=8-37,Northzone Laptop Bag/College Bag/School Bag/Office Bag/Waterproof Bag/Travel Bag/Casual Backpack/Trending Backpack (Black1) 40L Backpack  ,664,4.0 out of 5 stars,993,"[' Casual Backpack with Laptop Compartment  ', ' Colour- Black  ', ' Material- Polyester  ', ' Pattern Name: Solid; Pocket Description: Utility Pocket; Closure Type: Zipper  ', ' Pattern Name: Solid; Closure Type: Zipper; Pocket Description: Utility Pocket  ']",B08679WRLW,Brand: Northzone
amazon.in/Wildcraft-Wolf_Blu-Casual-Backpack-11629-Wolf_Blu/dp/B079DFHYHP/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1658591219&sprefix=ba%2Caps%2C283&sr=8-38,Wildcraft 44 Ltrs Casual Backpack (11629-Wolf_Blue)  ,"1,690",4.5 out of 5 stars,271,"[' Outer Material: Nylon, Color: Wolf_Blu  ', ' Capacity: 44 liters; Dimensions: 10.5 inches x 13.5 inches x 19 inches (LxWxH)  ', ' Number of compartments: 3  ', ' Warranty type: Manufacturer; 5 years manufacturer warranty is non-transferable and valid for 5 years from the original date of purchase  ']",B079DFHYHP,Brand: Wildcraft
amazon.in/AirCase-C30-Messenger-Compartments-Multi-Pockets/dp/B07V47HHRG/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1658591219&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-39,"AirCase C30 13.3 Inch/14 Inch/15.6 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Multi Utility Compartments for all All iPad/Tablet (Black)  ","1,410",4.0 out of 5 stars,449,"[' Innovative Design: Utility of a Messenger Bag with Convenience of a Laptop Sleeve. Built with Spill Resistance Nylon Material which is waterproof, Premium and YKK Two Way Zipper Closure, with comfortable handle on top.  ', ' Convenient, Comfortable and Elegant: Two Front Zipper Pocket to organize accessories has ample storage for your Power bank, Phone, charger, Tabs, cable, Pen, Notebook, Keys, etc. Comes with Adjustable & Removable Shoulder Strap for easy portability & Handle at top.  ', ' A much Safer Way to Carry Laptop: The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop with extra compartment with Nylon Fastener protection.  ', ' COMPATIBLE for all the major brands of 15.6-Inch Laptops.  ', ' Designed for most 15.6-Inch Laptops and Ultrabook’s, Maximum Fit Size (Dimension 40 x 11 x 35 Cm), Super Light Weight: 650 Grams, and easy to use, practical design and exquisite workmanship.  ']",B07V47HHRG,Visit the AirCase Store
amazon.in/SAFARI-Cherry-Casual-Backpack-DAYPACKNEO15CBCRE/dp/B07NSBSV2Y/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1658591219&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-40,SAFARI 15 Ltrs Cherry Red Casual/School/College Backpack (DAYPACKNEO15CBCRE)  ,275,4.1 out of 5 stars,"4,266","[' Outer Material: Polyester, Color: Cherry Red; Not water resistant  ', ' Capacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH)  ', ' Number of compartments: 2  ', ' Laptop Compatibility: No  ', ' Pattern Name: Solid; Closure Type: Drawstring; Pocket Description: Utility Pocket; Age Range Description: Kid; Special Features: Laptop Compartment  ', ' Drawstring, 2 Compartments, Compact Size  ']",B07NSBSV2Y,Visit the Safari Store
